"","sci_name","uid","count"
"3158","Blumea lanceolaria",441184,1
"3159","Blumea riparia",119170,1
"3160","Bobgunnia madagascariensis",149635,1
"3161","Boehmeria cylindrica",1503867,1
"3162","Boehmeria rugulosa",1399664,1
"3163","Boehmeria sieboldiana",2306668,1
"3164","Boerhavia repens",427792,1
"3165","Boesenbergia armeniaca",243347,1
"3166","Boesenbergia pulchella",243344,1
"3167","Bolanthus spergulifolius",1930806,1
"3168","Bongardia chrysogonum",39279,1
"3169","Borassus flabellifer",145675,1
"3170","Boswellia ovalifoliolata",613108,1
"3171","Bothriospermum chinense",1898849,1
"3172","Boucerosia pauciflora",500443,1
"3173","Bouchea fluminensis",42207,1
"3174","Bouea macrophylla",171931,1
"3175","Brachychiton discolor",1268669,1
"3176","Brachychiton populneus",121625,1
"3177","Brachychiton rupestris",190903,1
"3178","Brachylaena ramiflora",1542379,1
"3179","Brachypterum eriocarpum",1225685,1
"3180","Brachystegia eurycoma",2818403,1
"3181","Brackenridgea zanguebarica",1389743,1
"3182","Brasenia schreberi",4424,1
"3183","Brassica tournefortii",37661,1
"3184","Bredemeyera floribunda",174503,1
"3185","Breonadia salicina",170040,1
"3186","Breynia disticha",271538,1
"3187","Breynia fruticosa",296042,1
"3188","Breynia retusa",319560,1
"3189","Breynia temii",3024742,1
"3190","Bridelia tomentosa",300990,1
"3191","Bromelia balansae",693540,1
"3192","Bromelia hemisphaerica",2483069,1
"3193","Brugmansia aurea",374040,1
"3194","Brugmansia suaveolens",905076,1
"3195","Bruguiera gymnorhiza",39984,1
"3196","Bryonia aspera",463177,1
"3197","Bryonia dioica",3652,1
"3198","Buchanania axillaris",994908,1
"3199","Buchanania siamensis",1489465,1
"3200","Buchholzia coriacea",202671,1
"3201","Buddleja alternifolia",168488,1
"3202","Buddleja davidii",28540,1
"3203","Buddleja polystachya",225019,1
"3204","Buddleja scordioides",168504,1
"3205","Bulbine frutescens",210954,1
"3206","Bulbophyllum odoratissimum",516985,1
"3207","Bunium incrassatum",1094602,1
"3208","Bupleurum sikangense",1392095,1
"3209","Bupleurum yinchowense",359525,1
"3210","Buxus macowanii",153570,1
"3211","Buxus sempervirens subsp. hyrcana",1954352,1
"3212","Byrsonima crassifolia",4270,1
"3213","Byrsonima sericea",1801593,1
"3214","Cadaba fruticosa",3115669,1
"3215","Caesalpinia volkensii",1387603,1
"3216","Calacanthus grandiflorus",2602529,1
"3217","Caladium lindenii",201266,1
"3218","Calamus rotang",940353,1
"3219","Calea uniflora",2894874,1
"3220","Calendula arvensis",99035,1
"3221","Callerya dielsiana",1505188,1
"3222","Calliandra harrisii",1359271,1
"3223","Callicarpa americana",204211,1
"3224","Callicarpa bodinieri",568210,1
"3225","Callicarpa candicans",536994,1
"3226","Callicarpa hypoleucophylla",2803547,1
"3227","Callicarpa maingayi",536998,1
"3228","Calligonum crinitum",710099,1
"3229","Callisia fragrans",428217,1
"3230","Callistemon lanceolatus",155884,1
"3231","Callistemon rigidus",73733,1
"3232","Callistemon subulatus",73736,1
"3233","Callistemon viminalis",73737,1
"3234","Callistemon viridiflorus",164922,1
"3235","Calophyllum soulattri",257776,1
"3236","Calpocalyx dinklagei",148678,1
"3237","Calpurnia aurea",53848,1
"3238","Calycanthus chinensis",3431,1
"3239","Calycophyllum spruceanum",271242,1
"3240","Calymperes schmidtii",354099,1
"3241","Calyptrochilum emarginatum",2174767,1
"3242","Calystegia silvatica",267568,1
"3243","Calystegia soldanella",136204,1
"3244","Camellia crapnelliana",542719,1
"3245","Camellia euphlebia",447316,1
"3246","Camellia impressinervis",147918,1
"3247","Camellia limonia",147920,1
"3248","Camellia luteoflora",1454366,1
"3249","Camellia sp. 'tienii'",1658735,1
"3250","Camellia tuberculata",648849,1
"3251","Camellia vietnamensis",460809,1
"3252","Campanula pelviformis",519284,1
"3253","Campanula rapunculus",428196,1
"3254","Campomanesia guazumifolia",260126,1
"3255","Campomanesia phaea",2364039,1
"3256","Campomanesia sessiliflora",2743220,1
"3257","Campsis radicans",83937,1
"3258","Campylanthus glaber",554952,1
"3259","Canarium album",300208,1
"3260","Canarium odontophyllum",1737613,1
"3261","Canarium patentinervium",1737614,1
"3262","Canarium schweinfurthii",533031,1
"3263","Canarium subulatum",1489469,1
"3264","Canavalia ensiformis",3823,1
"3265","Cannabis sativa subsp. indica",1302822,1
"3266","Canscora alata",198361,1
"3267","Canscora diffusa",84872,1
"3268","Capparis brevispina",3083022,1
"3269","Capparis spinosa var. ovata",1819373,1
"3270","Capparis versicolor",2493992,1
"3271","Capparis zeylanica",511508,1
"3272","Capsicum annuum var. annuum",40321,1
"3273","Caragana ambigua",626686,1
"3274","Caragana balchaschensis",3239211,1
"3275","Caragana jubata",283153,1
"3276","Caragana sinica",403832,1
"3277","Caragana tibetica",390503,1
"3278","Caragana turkestanica",575199,1
"3279","Caralluma flava",197254,1
"3280","Cardamine circaeoides",1049919,1
"3281","Cardamine hupingshanensis",1932008,1
"3282","Cardiospermum corindum",1194992,1
"3283","Carduus leptacanthus",3042179,1
"3284","Carduus nutans",92906,1
"3285","Carex baccans",69848,1
"3286","Carlina gummifera",143183,1
"3287","Carlina oligocephala",538495,1
"3288","Carpesium cernuum",119173,1
"3289","Carpesium macrocephalum",557628,1
"3290","Carpolobia alba",174507,1
"3291","Caryota urens",561305,1
"3292","Casearia grewiifolia",2780149,1
"3293","Cassia abbreviata",992663,1
"3294","Cassia arereh",1977549,1
"3295","Cassia javanica",508996,1
"3296","Cassia javanica subsp. nodosa",648864,1
"3297","Cassia javanica subsp. renigera",3085942,1
"3298","Castanea henryi",168165,1
"3299","Castanea mollissima",60419,1
"3300","Castanopsis chinensis",279180,1
"3301","Castanopsis costata",2575390,1
"3302","Castanospermum australe",24962,1
"3303","Casuarina equisetifolia",3523,1
"3304","Catalpa fargesii",71605,1
"3305","Catamixis baccharoides",598556,1
"3306","Catasetum integerrimum",1878991,1
"3307","Catha edulis",123405,1
"3308","Catharanthus ovalis",1167200,1
"3309","Cathetus myrtifolius",293059,1
"3310","Caylusea abyssinica",415761,1
"3311","Cecropia obtusa",688039,1
"3312","Cecropia palmata",77072,1
"3313","Cecropia telenitida",1958856,1
"3314","Cedrelopsis grevei",864332,1
"3315","Ceiba pentandra",193163,1
"3316","Ceiba speciosa",82382,1
"3317","Celosia trigyna",270123,1
"3318","Celtis iguanaea",258491,1
"3319","Celtis sinensis",63053,1
"3320","Cenchrus ciliaris",35872,1
"3321","Cenostigma macrophyllum",191913,1
"3322","Cenostigma microphyllum",1387651,1
"3323","Cenostigma pluviosum",191898,1
"3324","Cenostigma pyramidale",1234621,1
"3325","Centaurea acaulis",2969722,1
"3326","Centaurea albonitens",75643,1
"3327","Centaurea cadmea",363416,1
"3328","Centaurea carduiformis",145488,1
"3329","Centaurea cyanus",41522,1
"3330","Centaurea depressa",75640,1
"3331","Centaurea solstitialis",347529,1
"3332","Centaurea stoebe",72152,1
"3333","Centipeda minima",397370,1
"3334","Centratherum punctatum",434637,1
"3335","Centrosema molle",1300970,1
"3336","Centrosema pubescens",185703,1
"3337","Cephalaria uralensis",1907874,1
"3338","Cephalotaxus hainanensis",191701,1
"3339","Cephalotaxus harringtonia",58029,1
"3340","Cephalotaxus mannii",89483,1
"3341","Cephalotaxus oliveri",147282,1
"3342","Ceratolimon feei",114144,1
"3343","Ceratophyllum demersum",4428,1
"3344","Ceratotheca triloba",192255,1
"3345","Cerbera odollam",141546,1
"3346","Cerinthe minor",131385,1
"3347","Ceriops decandra",172013,1
"3348","Ceriscoides campanulata",2893837,1
"3349","Ceropegia maculata",2708555,1
"3350","Ceropegia media",480541,1
"3351","Ceropegia noorjahaniae",480543,1
"3352","Cestrum nocturnum",225615,1
"3353","Chamaecostus subsessilis",168188,1
"3354","Chamaecrista nictitans",225969,1
"3355","Chamaecrista nigricans",948716,1
"3356","Chamaerops humilis",54446,1
"3357","Changnienia amoena",591961,1
"3358","Chelone glabra",262425,1
"3359","Chimaphila umbellata",93815,1
"3360","Chimonanthus nitens",300218,1
"3361","Chisocheton ceramicus",155624,1
"3362","Chloranthus henryi",146541,1
"3363","Chloranthus serratus",146543,1
"3364","Chloranthus spicatus",13006,1
"3365","Chlorella thermophila",1812861,1
"3366","Chlorophytum arundinaceum",485705,1
"3367","Chlorophytum gallabatense",472842,1
"3368","Chlorophytum laxum",100530,1
"3369","Chlorophytum tuberosum",692144,1
"3370","Chloroxylon swietenia",2992184,1
"3371","Choerospondias axillaris",289701,1
"3372","Chrozophora oblongifolia",344429,1
"3373","Chrozophora sabulosa",2764623,1
"3374","Chrozophora tinctoria",316753,1
"3375","Chrysanthemum lavandulifolium",146996,1
"3376","Chrysanthemum mongolicum",146997,1
"3377","Chrysojasminum subhumile",389176,1
"3378","Chrysosplenium sinicum",61241,1
"3379","Chuanminshen violaceum",512745,1
"3380","Chuquiraga jussieui",41548,1
"3381","Cichorium bottae",114278,1
"3382","Cichorium pumilum",114281,1
"3383","Cicuta virosa",48109,1
"3384","Cinchona calisaya",153742,1
"3385","Cinchona pubescens",50278,1
"3386","Cinnamomum burmanni",119261,1
"3387","Cinnamomum insularimontanum",119264,1
"3388","Cinnamomum javanicum",1755844,1
"3389","Cinnamomum loureiroi",688535,1
"3390","Cinnamomum mairei",1755847,1
"3391","Cinnamomum osmophloeum",258907,1
"3392","Cinnamomum parthenoxylon",714455,1
"3393","Cinnamomum subavenium",977953,1
"3394","Cinnamosma fragrans",1602317,1
"3395","Cipadessa baccifera",43897,1
"3396","Cipura paludosa",1125368,1
"3397","Cirsium arvense",41550,1
"3398","Cirsium englerianum",3042207,1
"3399","Cirsium vulgare",92907,1
"3400","Cissus adnata",149358,1
"3401","Cissus assamica",1051293,1
"3402","Cissus discolor",165299,1
"3403","Cissus incisa",345107,1
"3404","Cissus javana",1148081,1
"3405","Cissus trifoliata",1236435,1
"3406","Cistus albidus",335163,1
"3407","Cistus crispus",335185,1
"3408","Cistus incanus",393199,1
"3409","Cistus libanotis",335171,1
"3410","Cistus munbyi",335180,1
"3411","Cistus parviflorus",335164,1
"3412","Citharexylum spinosum",222865,1
"3413","Citronella gongonha",159357,1
"3414","Citrus australasica",416196,1
"3415","Citrus bergamia",380129,1
"3416","Citrus japonica var. margarita",85437,1
"3417","Citrus karna",414734,1
"3418","Citrus limetta",414735,1
"3419","Citrus pseudolimon",476923,1
"3420","Citrus volkameriana",171254,1
"3421","Citrus x microcarpa",164113,1
"3422","Citrus x paradisi",37656,1
"3423","Cladanthus arabicus",99040,1
"3424","Cladophora sp.",2978739,1
"3425","Cleidion brevipetiolatum",1679355,1
"3426","Clematis aethusifolia",748688,1
"3427","Clematis buchananiana",1679725,1
"3428","Clematis chinensis",748693,1
"3429","Clematis cirrhosa",1857117,1
"3430","Clematis flammula",1532743,1
"3431","Clematis gouriana",1934111,1
"3432","Clematis grata",1857132,1
"3433","Clematis heracleifolia",748699,1
"3434","Clematis hirsuta",2984543,1
"3435","Clematis mandshurica",748703,1
"3436","Clematis montana",454322,1
"3437","Clematis orientalis",231655,1
"3438","Clematis potaninii",231658,1
"3439","Clematis simensis",2984544,1
"3440","Clematis terniflora",231663,1
"3441","Cleome africana",860685,1
"3442","Clerodendranthus spicatus",516067,1
"3443","Clerodendrum bungei",54211,1
"3444","Clerodendrum chinense",54464,1
"3445","Clerodendrum cyrtophyllum",222564,1
"3446","Clerodendrum disparifolium",2926870,1
"3447","Clerodendrum kaichianum",3051270,1
"3448","Clerodendrum lindleyi",488972,1
"3449","Clerodendrum polycephalum",488976,1
"3450","Clerodendrum thomsoniae",167922,1
"3451","Clerodendrum villosum",2926903,1
"3452","Clinopodium brownei",306380,1
"3453","Clinopodium chinense",516070,1
"3454","Clinopodium dalmaticum",1150291,1
"3455","Clinopodium gilliesii",332445,1
"3456","Clinopodium kallaricum",2558403,1
"3457","Clinopodium nepeta",306383,1
"3458","Clinopodium nubigenum",332442,1
"3459","Clusia minor",156471,1
"3460","Coccinia abyssinica",929719,1
"3461","Coccoloba alnifolia",2072210,1
"3462","Coccoloba uvifera",45179,1
"3463","Cochlospermum religiosum",2086537,1
"3464","Cochlospermum tinctorium",2086539,1
"3465","Codiaeum variegatum",138558,1
"3466","Codonopsis clematidea",942849,1
"3467","Codonopsis javanica",94282,1
"3468","Codonopsis ussuriensis",1049783,1
"3469","Coelogyne chinensis",180499,1
"3470","Coelogyne kouytcheensis",2986133,1
"3471","Coelogyne ovalis",1350402,1
"3472","Coffea arabica",13443,1
"3473","Coix aquatica",79833,1
"3474","Cola millenii",998007,1
"3475","Colchicum baytopiorum",1094048,1
"3476","Colchicum lingulatum",1094090,1
"3477","Colchicum speciosum",13445,1
"3478","Coleus gracillimus",2485383,1
"3479","Coleus hadiensis",1281416,1
"3480","Collaea argentina",584681,1
"3481","Colletia paradoxa",262929,1
"3482","Colocasia affinis",1132828,1
"3483","Colubrina asiatica",106664,1
"3484","Columnea medicinalis",213351,1
"3485","Colutea cilicica",1868712,1
"3486","Combretum albidum",2650780,1
"3487","Combretum apiculatum",493957,1
"3488","Combretum microphyllum",507411,1
"3489","Combretum mucronatum",2807186,1
"3490","Combretum nigricans",1548802,1
"3491","Combretum platypetalum",507421,1
"3492","Combretum racemosum",2998935,1
"3493","Combretum trifoliatum",2998912,1
"3494","Commelina diffusa",428226,1
"3495","Commiphora caudata",1172996,1
"3496","Commiphora madagascariensis",1173009,1
"3497","Commiphora mukul",2067815,1
"3498","Commiphora myrrha",318982,1
"3499","Commiphora quadricincta",2248429,1
"3500","Condea emoryi",260635,1
"3501","Congea tomentosa",41381,1
"3502","Conioselinum vaginatum",642893,1
"3503","Conium maculatum",13447,1
"3504","Connarus perrottetii",2893860,1
"3505","Connarus semidecandrus",2306765,1
"3506","Consolida oliveriana",984861,1
"3507","Consolida orientalis",565971,1
"3508","Convallaria majalis",32189,1
"3509","Convolvulus althaeoides",267570,1
"3510","Convolvulus arvensis",4123,1
"3511","Convolvulus oxyphyllus",267598,1
"3512","Conyza filaginoides",2490659,1
"3513","Conyza pyrrhopappa",72919,1
"3514","Copaifera salikounda",162718,1
"3515","Coptis deltoidea",261449,1
"3516","Coptis omeiensis",261451,1
"3517","Coptis quinquesecta",261447,1
"3518","Coptosapelta flavescens",86988,1
"3519","Corallocarpus epigaeus",519325,1
"3520","Corallodiscus flabellatus",2774153,1
"3521","Cordia africana",222081,1
"3522","Cordia polycephala",573149,1
"3523","Cordia sebestena",163077,1
"3524","Cordyline fruticosa",39501,1
"3525","Corethrodendron multijugum",1402425,1
"3526","Cormus domestica",36606,1
"3527","Cornus alternifolia",16902,1
"3528","Cornus controversa",60118,1
"3529","Cornus kousa",28501,1
"3530","Cornus sessilis",60121,1
"3531","Cornus walteri",16907,1
"3532","Cornus wilsoniana",367357,1
"3533","Corydalis conspersa",2182691,1
"3534","Corydalis crispa",2922752,1
"3535","Corydalis huangshanensis",2291425,1
"3536","Corydalis linarioides",2306221,1
"3537","Corydalis longicalcarata",2993895,1
"3538","Corydalis tomentella",1055021,1
"3539","Corydalis turtschaninovii",1577077,1
"3540","Corylopsis coreana",292912,1
"3541","Corymbia ficifolia",34325,1
"3542","Corymbia maculata",87660,1
"3543","Corynaea crassa",50121,1
"3544","Corynandra felina",1734045,1
"3545","Coryphantha macromeris",866956,1
"3546","Cosmos sulphureus",459758,1
"3547","Costus woodsonii",94329,1
"3548","Cota tinctoria",99028,1
"3549","Cotoneaster acuminatus",690309,1
"3550","Cotoneaster microphyllus",690323,1
"3551","Cotoneaster multiflorus",690326,1
"3552","Cotoneaster zabelii",2291117,1
"3553","Cotula cinerea",282208,1
"3554","Cousinia thomsonii",554249,1
"3555","Crambe tatarica",71346,1
"3556","Crataegus azarolus subsp. aronia",298645,1
"3557","Crataegus gracilior",2052714,1
"3558","Crataegus laevigata",298643,1
"3559","Crataegus maximowiczii",416289,1
"3560","Crataegus microphylla",3086390,1
"3561","Crataegus scabrifolia",1826781,1
"3562","Crateva unilocularis",2759425,1
"3563","Cratoxylum arborescens",271748,1
"3564","Crepis rigescens",2902004,1
"3565","Crescentia cujete",1125401,1
"3566","Cressa cretica",1465651,1
"3567","Crinum amabile",1697109,1
"3568","Crinum americanum",164437,1
"3569","Crinum defixum",209091,1
"3570","Crinum glaucum",414788,1
"3571","Crocus antalyensis",481018,1
"3572","Crocus mathewii",481081,1
"3573","Crossopetalum gaumeri",1034019,1
"3574","Crossopteryx febrifuga",170354,1
"3575","Crotalaria albida",1127379,1
"3576","Crotalaria calycina",165763,1
"3577","Crotalaria lachnophora",1237651,1
"3578","Crotalaria medicaginea",466929,1
"3579","Crotalaria quinquefolia",1208120,1
"3580","Croton caudatus",323037,1
"3581","Croton crassifolius",323043,1
"3582","Croton dichogamus",1670848,1
"3583","Croton grewioides",2815075,1
"3584","Croton megalobotrys",493963,1
"3585","Croton megalocarpoides",1704624,1
"3586","Croton penduliflorus",2708777,1
"3587","Croton piauhiensis",2815086,1
"3588","Croton sonderianus",2743244,1
"3589","Croton sphaerogynus",765407,1
"3590","Croton sylvaticus",992677,1
"3591","Cryptocarya alba",136114,1
"3592","Cryptocarya aschersoniana",1345236,1
"3593","Cryptocarya concinna",666371,1
"3594","Cryptomeria japonica",3369,1
"3595","Cryptomeria japonica var. sinensis",99810,1
"3596","Ctenodon fascicularis",100137,1
"3597","Cucumis prophetarum",217627,1
"3598","Cucumis pubescens",217628,1
"3599","Cucumis sativus",3659,1
"3600","Cucumis trigonus",217631,1
"3601","Cullenia exarillata",3108930,1
"3602","Cupania vernalis",549437,1
"3603","Cuphea calophylla",312564,1
"3604","Cuphea carthagenensis",312566,1
"3605","Cuphea glutinosa",312578,1
"3606","Cuphea ingrata",312582,1
"3607","Cuphea procumbens",312591,1
"3608","Cupressus atlantica",329078,1
"3609","Cupressus gigantea",329084,1
"3610","Curcuma alismatifolia",251764,1
"3611","Curcuma amarissima",136207,1
"3612","Curcuma flaviflora",136215,1
"3613","Curcuma purpurascens",379538,1
"3614","Curcuma viridiflora",3079819,1
"3615","Curio repens",189249,1
"3616","Cuscuta epithymum",186058,1
"3617","Cuscuta hyalina",437267,1
"3618","Cuscuta pentagona",112407,1
"3619","Cussonia zuluensis",1389750,1
"3620","Cyamopsis tetragonoloba",3832,1
"3621","Cyanotis ciliata",939150,1
"3622","Cyathocline purpurea",1204776,1
"3623","Cyathula tomentosa",2152781,1
"3624","Cyclamen coum",87519,1
"3625","Cyclanthera pedata",198836,1
"3626","Cyclopia genistoides",70073,1
"3627","Cyclospermum leptophyllum",48034,1
"3628","Cylicodiscus gabunensis",204972,1
"3629","Cymbidium ensifolium",78740,1
"3630","Cymbopogon giganteus",2907936,1
"3631","Cymbopogon iwarancusa",79836,1
"3632","Cynanchum otophyllum",765270,1
"3633","Cynanchum rostellatum",137761,1
"3634","Cynanchum sarcomedium",492006,1
"3635","Cynanchum varians",1423384,1
"3636","Cynanchum viminale",126774,1
"3637","Cynoglossum stylosum",1330320,1
"3638","Cynometra cauliflora",1358844,1
"3639","Cyperus articulatus",1352543,1
"3640","Cyperus brevifolius",180973,1
"3641","Cyperus conglomeratus",1423382,1
"3642","Cyphostemma adenocaule",1236437,1
"3643","Cyrtanthus guthrieae",742435,1
"3644","Cyrtanthus obliquus",527298,1
"3645","Cyrtomium fortunei",207839,1
"3646","Cyrtopodium aliciae",577040,1
"3647","Cyrtopodium macrobulbon",1547852,1
"3648","Cytisus multiflorus",49814,1
"3649","Cytisus striatus",176342,1
"3650","Cytisus villosus",49816,1
"3651","Dactylicapnos scandens",1406284,1
"3652","Dactylicapnos torulosa",367483,1
"3653","Dactylis glomerata",4509,1
"3654","Dactylorhiza osmanica",1939632,1
"3655","Dahlia campanulata",197630,1
"3656","Dalbergia congestiflora",77268,1
"3657","Dalbergia monetaria",450027,1
"3658","Dalbergia pinnata",858911,1
"3659","Dalbergiella welwitschii",132435,1
"3660","Daniellia oliveri",162735,1
"3661","Daphne acutiloba",2753872,1
"3662","Daphne aurantiaca",2918710,1
"3663","Daphne gnidioides",3039609,1
"3664","Daphne gnidium",224034,1
"3665","Daphne holosericea",3039610,1
"3666","Daphne kiusiana",232788,1
"3667","Daphne pseudomezereum",885954,1
"3668","Daucus muricatus",79170,1
"3669","Daucus pumilus",40858,1
"3670","Davilla nitida",640651,1
"3671","Debregeasia salicifolia",210330,1
"3672","Decaisnea insignis",161261,1
"3673","Deinbollia pinnata",2708791,1
"3674","Delonix elata",162737,1
"3675","Delphinium cashmerianum",1127149,1
"3676","Delphinium denudatum",1127156,1
"3677","Delphinium gracile",984877,1
"3678","Delphinium suave",1127190,1
"3679","Dendrobium cariniferum",179352,1
"3680","Dendrobium crepidatum",154289,1
"3681","Dendrobium crystallinum",50283,1
"3682","Dendrobium exile",179354,1
"3683","Dendrobium findlayanum",179355,1
"3684","Dendrobium hancockii",178741,1
"3685","Dendrobium henanense",1354198,1
"3686","Dendrobium hercoglossum",161867,1
"3687","Dendrobium loddigesii",117954,1
"3688","Dendrobium longicornu",257357,1
"3689","Dendrobium ovatum",859516,1
"3690","Dendrobium sinense",1131870,1
"3691","Dendrobium thyrsiflorum",117978,1
"3692","Dendrobium transparens",906878,1
"3693","Dendrobium wangliangii",1354202,1
"3694","Dendrocalamus farinosus",862986,1
"3695","Dendropanax arboreus",46395,1
"3696","Dendropanax oligodontus",904034,1
"3697","Dendrophthoe pentandra",227894,1
"3698","Denhamia obscura",123413,1
"3699","Deschampsia antarctica",159298,1
"3700","Desmodium canadense",932098,1
"3701","Desmodium gyrans",857492,1
"3702","Desmos chinensis",1179221,1
"3703","Deverra scoparia",489362,1
"3704","Dianella ensifolia",13485,1
"3705","Dianthus orientalis",746793,1
"3706","Dianthus versicolor",746817,1
"3707","Dichapetalum gelonioides",1679376,1
"3708","Dichotomanthes tristaniicarpa",193303,1
"3709","Dicliptera paniculata",1378003,1
"3710","Dicliptera verticillata",2038503,1
"3711","Dicranopteris linearis",37229,1
"3712","Dicranostigma leptopodum",56851,1
"3713","Dictamnus albus",298346,1
"3714","Dictamnus angustifolius",2764632,1
"3715","Digera muricata",1966379,1
"3716","Digitalis lamarckii",305854,1
"3717","Digitalis nervosa",285832,1
"3718","Digitaria abyssinica",977936,1
"3719","Digitaria sanguinalis",121769,1
"3720","Dillenia excelsa",1504408,1
"3721","Dillenia ovata",1265736,1
"3722","Dimocarpus longan",128017,1
"3723","Dioscorea birmanica",304169,1
"3724","Dioscorea cirrhosa",323663,1
"3725","Dioscorea communis",55634,1
"3726","Dioscorea fordii",394304,1
"3727","Dioscorea hispida",167587,1
"3728","Dioscorea japonica",4673,1
"3729","Dioscorea sansibarensis",55578,1
"3730","Diospyros anisandra",1367289,1
"3731","Diospyros bipindensis",413723,1
"3732","Diospyros candolleana",2945279,1
"3733","Diospyros conocarpa",2708806,1
"3734","Diospyros lotus",55363,1
"3735","Diospyros malabarica",413755,1
"3736","Diospyros mespiliformis",413760,1
"3737","Diospyros mollis",268842,1
"3738","Diospyros villosa",992681,1
"3739","Dipelta yunnanensis",180069,1
"3740","Diplorhynchus condylocarpon",184386,1
"3741","Diplotaxis acris",402674,1
"3742","Diplotaxis tenuifolia",264416,1
"3743","Dipsacus laciniatus",398307,1
"3744","Dipterocarpus alatus",340438,1
"3745","Dipterocarpus littoralis",2925019,1
"3746","Discaria americana",262931,1
"3747","Dischidanthus thyrsiflorus",2785620,1
"3748","Dischistocalyx grandifolius",1279167,1
"3749","Discopodium penninervium",481609,1
"3750","Disporopsis longifolia",100535,1
"3751","Disporum viridescens",198699,1
"3752","Dissotis multiflora",1160550,1
"3753","Dissotis perkinsiae",2015420,1
"3754","Distemonanthus benthamianus",162759,1
"3755","Distichochlamys citrea",97741,1
"3756","Distylium chinense",2762710,1
"3757","Doliocarpus dentatus",1504171,1
"3758","Doronicum orientale",118769,1
"3759","Dorstenia barnimiana",2604976,1
"3760","Dovyalis caffra",77055,1
"3761","Dracaena aletriformis",992684,1
"3762","Dracaena cinnabari",1142948,1
"3763","Dracaena draco",100532,1
"3764","Dracaena fragrans",231032,1
"3765","Dracaena ombet",1280199,1
"3766","Dracaena reflexa",475752,1
"3767","Dracocephalum foetidum",2668594,1
"3768","Dracocephalum polychaetum",2517817,1
"3769","Dracocephalum ruyschiana",39297,1
"3770","Drepanocaryum sewerzowii",392624,1
"3771","Drimia nagarjunae",2485211,1
"3772","Drimia numidica",182466,1
"3773","Drimys brasiliensis",585481,1
"3774","Drimys granadensis",224735,1
"3775","Drosera communis",169245,1
"3776","Drosera rotundifolia",173423,1
"3777","Drosera spatulata",16681,1
"3778","Dryopteris dilatata",239561,1
"3779","Drypetes gossweileri",2708818,1
"3780","Duboisia myoporoides",195737,1
"3781","Ducrosia flabellifolia",376862,1
"3782","Duguetia stelechantha",294170,1
"3783","Duranta erecta",167917,1
"3784","Durio zibethinus",66656,1
"3785","Dyerophytum indicum",2500064,1
"3786","Dypsis lutescens",131267,1
"3787","Dysosma pleiantha",63349,1
"3788","Dysphania botrys",240045,1
"3789","Dysphania graveolens",1072218,1
"3790","Dysphania schraderiana",434246,1
"3791","Ebenus pinnata",754876,1
"3792","Ecballium elaterium",3679,1
"3793","Echinacea sanguinea",502542,1
"3794","Echinacea tennesseensis",53753,1
"3795","Echinops abuzinadianus",2696481,1
"3796","Echinops macrochaetus",3031097,1
"3797","Echinops setifer",406080,1
"3798","Ehretia aquatica",163080,1
"3799","Ehretia cymosa",48523,1
"3800","Ekebergia capensis",124949,1
"3801","Elaeagnus conferta",1672629,1
"3802","Elaeagnus glabra",276777,1
"3803","Elaeagnus mollis",1642857,1
"3804","Elaeagnus moorcroftii",427841,1
"3805","Elaeagnus multiflora",99570,1
"3806","Elaeagnus oldhamii",669305,1
"3807","Elaeocarpus angustifolius",184418,1
"3808","Elaeocarpus braceanus",1045333,1
"3809","Elaeocarpus floribundus",1504431,1
"3810","Elaeocarpus sphaericus",112811,1
"3811","Elaeodendron transvaalense",379232,1
"3812","Elatostema stewardii",1399684,1
"3813","Eleocharis dulcis",110284,1
"3814","Eleutherococcus gracilistylus",265764,1
"3815","Eleutherococcus nodiflorus",50305,1
"3816","Eleutherococcus sieboldianus",257409,1
"3817","Elodea nuttallii",55313,1
"3818","Elsholtzia densa",587661,1
"3819","Elsholtzia fruticosa",698833,1
"3820","Elsholtzia kachinensis",1874234,1
"3821","Elsholtzia stachyodes",2006532,1
"3822","Elsholtzia stauntonii",41226,1
"3823","Eminium spiculatum",227250,1
"3824","Empetrum nigrum",191066,1
"3825","Endopleura uchi",2321367,1
"3826","Englerophytum magalismontanum",233692,1
"3827","Entada leptostachya",2907122,1
"3828","Entandrophragma angolense",587577,1
"3829","Entandrophragma cylindricum",179994,1
"3830","Enterolobium cyclocarpum",54878,1
"3831","Ephedra gerardiana",42328,1
"3832","Ephedra intermedia",173278,1
"3833","Ephedra monosperma",173276,1
"3834","Ephedra pachyclada",289842,1
"3835","Ephedra saxatilis",45091,1
"3836","Ephedra trifurca",39583,1
"3837","Ephedranthus pisocarpus",2743251,1
"3838","Epilobium montanum",470570,1
"3839","Epilobium nankotaizanense",2769414,1
"3840","Epilobium parviflorum",644182,1
"3841","Epimedium campanulatum",402149,1
"3842","Epimedium platypetalum",402164,1
"3843","Epimedium pseudowushanense",589473,1
"3844","Epimedium tianmenshanensis",2487576,1
"3845","Epipremnum aureum",78380,1
"3846","Equilabium laxiflorum",204189,1
"3847","Equisetum hyemale",3262,1
"3848","Equisetum palustre",113538,1
"3849","Erechtites hieraciifolius",189215,1
"3850","Eremanthus crotonoides",1569396,1
"3851","Eremophila bignoniiflora",255894,1
"3852","Eremophila dalyana",2651909,1
"3853","Eremophila glabra",572236,1
"3854","Eremophila neglecta",2652578,1
"3855","Eremophila serrulata",1793945,1
