"","sci_name","uid","count"
"3856","Eremurus himalaicus",49715,1
"3857","Eremurus persicus",1497598,1
"3858","Eria tomentosa",1417354,1
"3859","Erica australis",13510,1
"3860","Erica multiflora",270440,1
"3861","Erigeron floribundus",91244,1
"3862","Erinocarpus nimmonii",2895309,1
"3863","Eriobotrya bengalensis",589997,1
"3864","Eriobotrya fragrans",691224,1
"3865","Eriocaulon buergerianum",1387318,1
"3866","Eriosema laurentii",2730164,1
"3867","Eriosema robustum",2730182,1
"3868","Erismadelphus exsul",1317841,1
"3869","Erodium crassifolium",337368,1
"3870","Eruca vesicaria",180536,1
"3871","Eryngium alpinum",90454,1
"3872","Eryngium bungei",393508,1
"3873","Eryngium creticum",477853,1
"3874","Eryngium montanum",477890,1
"3875","Eryngium pyramidale",477902,1
"3876","Eryngium viviparum",393531,1
"3877","Erythrina brucei",1232591,1
"3878","Erythrina corallodendron",3843,1
"3879","Erythrina droogmansiana",2803568,1
"3880","Erythrina lysistemon",347910,1
"3881","Erythrina mildbraedii",2708827,1
"3882","Erythrina senegalensis",157649,1
"3883","Erythrina speciosa",132442,1
"3884","Erythrina suberosa",1288013,1
"3885","Erythrina subumbrans",1288014,1
"3886","Erythrina vogelii",2708828,1
"3887","Erythrophleum africanum",869757,1
"3888","Erythrostemon yucatanensis",191909,1
"3889","Erythroxylum cuneatum",2020641,1
"3890","Erythroxylum gracilipes",2303035,1
"3891","Ethulia conyzoides",434659,1
"3892","Etlingera fimbriobracteata",188494,1
"3893","Eucalyptus bakeri",1711166,1
"3894","Eucalyptus cinerea",370640,1
"3895","Eucalyptus grandis",71139,1
"3896","Eucalyptus marginata",183836,1
"3897","Eucalyptus microtheca",183840,1
"3898","Eucalyptus oleosa",1711438,1
"3899","Eucalyptus torquata",183858,1
"3900","Eucalyptus viminalis",155764,1
"3901","Euclea schimperi",570501,1
"3902","Eugenia dysenterica",866613,1
"3903","Eugenia involucrata",262454,1
"3904","Eugenia klotzschiana",1515725,1
"3905","Eugenia luschnathiana",2014556,1
"3906","Eugenia patrisii",688044,1
"3907","Eugenia roxburghii",3108386,1
"3908","Eugenia singampattiana",1813520,1
"3909","Eugenia sonderiana",2911089,1
"3910","Eugenia zeyheri",262467,1
"3911","Euonymus hamiltonianus",408194,1
"3912","Euonymus japonicus",212708,1
"3913","Euonymus maackii",4309,1
"3914","Eupatorium cannabinum",102770,1
"3915","Eupatorium japonicum",103751,1
"3916","Eupatorium makinoi",103754,1
"3917","Eupatorium perfoliatum",102777,1
"3918","Euphorbia antiquorum",334664,1
"3919","Euphorbia arbuscula",212852,1
"3920","Euphorbia bupleurifolia",217496,1
"3921","Euphorbia caducifolia",1129975,1
"3922","Euphorbia calyptrata",212863,1
"3923","Euphorbia chamaesyce",1046441,1
"3924","Euphorbia characias",3991,1
"3925","Euphorbia condylocarpa",758543,1
"3926","Euphorbia cyathophora",216473,1
"3927","Euphorbia formosana",458693,1
"3928","Euphorbia golondrina",1046462,1
"3929","Euphorbia hebecarpa",1031524,1
"3930","Euphorbia jolkinii",457253,1
"3931","Euphorbia kansuensis",2745577,1
"3932","Euphorbia lactea",1138348,1
"3933","Euphorbia lateriflora",1091631,1
"3934","Euphorbia lugardae",334703,1
"3935","Euphorbia mauritanica",154994,1
"3936","Euphorbia micractina",1333928,1
"3937","Euphorbia microsciadia",1031528,1
"3938","Euphorbia orthoclada",216482,1
"3939","Euphorbia paralias",756629,1
"3940","Euphorbia petiolata",212954,1
"3941","Euphorbia poissonii",212962,1
"3942","Euphorbia retusa",1091645,1
"3943","Euphorbia royleana",1130020,1
"3944","Euphorbia serrata",196589,1
"3945","Euphorbia supina",526203,1
"3946","Euphorbia szovitsii",756636,1
"3947","Euphorbia umbellata",1138368,1
"3948","Euphorbia uralensis",756639,1
"3949","Euphrasia officinalis",290213,1
"3950","Euphrasia rostkoviana",461349,1
"3951","Euploca rariflora",2860797,1
"3952","Eurya acuminata",296875,1
"3953","Eurya japonica",59671,1
"3954","Euterpe precatoria",154480,1
"3955","Euthamia graminifolia",72935,1
"3956","Evolvulus nummularius",1125910,1
"3957","Exacum affine",13525,1
"3958","Exacum bicolor",2724607,1
"3959","Eysenhardtia platycarpa",252459,1
"3960","Fadogia cienkowskii",260051,1
"3961","Fagonia arabica",291457,1
"3962","Fagonia mollis",291470,1
"3963","Fagopyrum cymosum",62329,1
"3964","Fallopia aubertii",457183,1
"3965","Fallopia sachalinensis",76036,1
"3966","Ferocactus echidne",867047,1
"3967","Ferula bungeana",1514006,1
"3968","Ferula communis",54829,1
"3969","Ferula cupularis",1697474,1
"3970","Ferula drudeana",1514013,1
"3971","Ferula feruloides",200487,1
"3972","Ferula hindukushensis",1514024,1
"3973","Ferula jaeschkeana",1514027,1
"3974","Ferula orientalis",662814,1
"3975","Ferula persica",1514040,1
"3976","Ferula pseudalliacea",1514041,1
"3977","Ferula tadshikorum",371390,1
"3978","Ferula tingitana",99503,1
"3979","Ferulago stellata",2583432,1
"3980","Fibraurea tinctoria",461588,1
"3981","Ficus asperifolia",182103,1
"3982","Ficus benjamina",182105,1
"3983","Ficus bubu",378014,1
"3984","Ficus chlamydocarpa",1191352,1
"3985","Ficus dicranostyla",425833,1
"3986","Ficus drupacea",309272,1
"3987","Ficus elastica",182112,1
"3988","Ficus erecta",66383,1
"3989","Ficus exasperata",459060,1
"3990","Ficus glumosa",182114,1
"3991","Ficus johannis",309330,1
"3992","Ficus maclellandii",463860,1
"3993","Ficus natalensis",309307,1
"3994","Ficus nota",479337,1
"3995","Ficus ottoniifolia",309317,1
"3996","Ficus pandurata",1009471,1
"3997","Ficus prolixa",182123,1
"3998","Ficus pseudopalma",463867,1
"3999","Ficus retusa",752802,1
"4000","Ficus subincisa",1179236,1
"4001","Ficus thonningii",309310,1
"4002","Ficus vasta",669037,1
"4003","Filago germanica",1211469,1
"4004","Flabellaria paniculata",151819,1
"4005","Flacourtia indica",210376,1
"4006","Flagellaria indica",13529,1
"4007","Flemingia philippinensis",634991,1
"4008","Flourensia cernua",2604028,1
"4009","Flourensia fiebrigii",2604031,1
"4010","Flourensia retinophylla",2604039,1
"4011","Flueggea suffruticosa",283120,1
"4012","Fontainea picrosperma",1319830,1
"4013","Forsskaolea tenacissima",344767,1
"4014","Forsskaolea viridis",3086954,1
"4015","Forsythia koreana",205692,1
"4016","Forsythia viridissima",205691,1
"4017","Fragaria vesca",57918,1
"4018","Frangula azorica",1053348,1
"4019","Frangula californica",143678,1
"4020","Frangula purshiana",55262,1
"4021","Frankenia pulverulenta",63091,1
"4022","Fraxinus mandshurica",56029,1
"4023","Fridericia speciosa",354075,1
"4024","Fritillaria maximowiczii",279687,1
"4025","Fritillaria michailovskyi",279688,1
"4026","Fritillaria usuriensis",152096,1
"4027","Fumaria vaillantii",367484,1
"4028","Funaria hygrometrica",29583,1
"4029","Gaillardia pulchella",128738,1
"4030","Galanthus elwesii",82232,1
"4031","Galanthus transcaucasicus",197698,1
"4032","Galium aparine",29788,1
"4033","Galium mexicanum",715697,1
"4034","Galium odoratum",35899,1
"4035","Galium verum",462873,1
"4036","Gallesia integrifolia",169264,1
"4037","Galphimia glauca",212252,1
"4038","Gambeya lacourtiana",1671038,1
"4039","Garcinia celebica",469923,1
"4040","Garcinia hanburyi",231906,1
"4041","Garcinia multiflora",1009474,1
"4042","Garcinia oblongifolia",1009475,1
"4043","Garcinia parvifolia",180113,1
"4044","Garcinia schomburgkiana",231908,1
"4045","Garcinia vilersiana",231912,1
"4046","Gardenia erubescens",1623618,1
"4047","Gardenia gummifera",1357586,1
"4048","Gardenia latifolia",1357587,1
"4049","Gardenia resinifera",1288015,1
"4050","Gardenia taitensis",83587,1
"4051","Garuga pinnata",1591304,1
"4052","Gasteria bicolor",247103,1
"4053","Gastrocotyle hispida",170551,1
"4054","Gaultheria procumbens",157519,1
"4055","Gaultheria trichophylla",861413,1
"4056","Gaylussacia brasiliensis",128895,1
"4057","Gazania rigens",55627,1
"4058","Gelasia latifolia",261608,1
"4059","Gelasia tomentosa",871893,1
"4060","Genista quadriflora",238507,1
"4061","Genista sessilifolia",147456,1
"4062","Genista tinctoria",49825,1
"4063","Gentiana apiata",2709848,1
"4064","Gentiana asclepiadea",49935,1
"4065","Gentiana crassicaulis",308434,1
"4066","Gentiana delavayi",50761,1
"4067","Gentiana dinarica",49944,1
"4068","Gentiana lawrencei",156520,1
"4069","Gentiana officinalis",374093,1
"4070","Gentiana septemfida",49956,1
"4071","Gentiana stipitata",1882473,1
"4072","Gentiana szechenyii",363507,1
"4073","Gentiana veitchiorum",308435,1
"4074","Gentianella amarella",137095,1
"4075","Gentianella lutescens",242221,1
"4076","Gentianella weberbaueri",2914708,1
"4077","Gentianopsis barbata",156522,1
"4078","Gentianopsis paludosa",50802,1
"4079","Geodorum densiflorum",160521,1
"4080","Geranium dissectum",326028,1
"4081","Geranium koreanum",345232,1
"4082","Geranium pusillum",122182,1
"4083","Geranium pyrenaicum",379953,1
"4084","Geranium sanguineum",70270,1
"4085","Geranium thunbergii",345239,1
"4086","Geranium tuberosum",314613,1
"4087","Gethyllis multifolia",3058976,1
"4088","Geum aleppicum",714473,1
"4089","Geum macrophyllum",32229,1
"4090","Girardinia diversifolia",471946,1
"4091","Gladiolus dalenii",1007752,1
"4092","Glandora prostrata",475896,1
"4093","Glandularia tenuisecta",568213,1
"4094","Gliricidia sepium",167663,1
"4095","Globba marantina",138155,1
"4096","Globba patens",138158,1
"4097","Glochidion ellipticum",1679381,1
"4098","Glochidion eriocarpum",648869,1
"4099","Glochidion zeylanicum",271535,1
"4100","Glossogyne tenuifolia",260272,1
"4101","Glycosmis lucida",1224769,1
"4102","Glycosmis parviflora",159048,1
"4103","Glycyrrhiza lepidota",47080,1
"4104","Glyphaea brevis",93769,1
"4105","Gnaphalium polycaulon",1755145,1
"4106","Gnetum latifolium",225592,1
"4107","Gnetum parvifolium",33153,1
"4108","Gnetum ula",3383,1
"4109","Gomphocarpus fruticosus",219240,1
"4110","Gomphostemma parviflorum",2980166,1
"4111","Gomphrena vaga",451945,1
"4112","Goniothalamus andersonii",1602036,1
"4113","Goniothalamus lanceolatus",261090,1
"4114","Goniothalamus wynaadensis",1602066,1
"4115","Gonopterodendron sarmientoi",2249724,1
"4116","Gontscharovia popovii",751822,1
"4117","Goodyera schlechtendaliana",164262,1
"4118","Gossypium barbadense",3634,1
"4119","Gossypium herbaceum",34274,1
"4120","Gossypium hirsutum",3635,1
"4121","Gouania longipetala",3089858,1
"4122","Gouania mauritiana",106679,1
"4123","Grammatophyllum speciosum",78782,1
"4124","Graptophyllum pictum",1382148,1
"4125","Greenwayodendron oliveri",296858,1
"4126","Greenwayodendron suaveolens",235734,1
"4127","Grewia bicolor",493990,1
"4128","Grewia erythraea",2507843,1
"4129","Grewia ferruginea",3105925,1
"4130","Grewia hirsuta",1357588,1
"4131","Grewia mollis",3105936,1
"4132","Grewia tembensis",2321430,1
"4133","Griffonia simplicifolia",3850,1
"4134","Grindelia hirsutula",1114741,1
"4135","Grindelia squarrosa",1114761,1
"4136","Grona triflora",670328,1
"4137","Guadua angustifolia",323898,1
"4138","Guarea microcarpa",1137072,1
"4139","Guatteria friesiana",402569,1
"4140","Guettarda speciosa",128314,1
"4141","Gundelia rosea",2859867,1
"4142","Gymnadenia orchidis",1200755,1
"4143","Gymnema montanum",1250537,1
"4144","Gymnosporia buxifolia",379240,1
"4145","Gymnosporia dhofarensis",2026611,1
"4146","Gymnosporia heterophylla",992706,1
"4147","Gymnosporia royleana",489994,1
"4148","Gymnostachyum febrifugum",1562649,1
"4149","Gynochthodes cochinchinensis",1177002,1
"4150","Gynochthodes parvifolia",266089,1
"4151","Gynostemma yixingense",555433,1
"4152","Gynura japonica",1604314,1
"4153","Gynura pseudochina",2654270,1
"4154","Gynura segetum",210888,1
"4155","Gypsophila paniculata",235358,1
"4156","Habenaria dentata",1200756,1
"4157","Haberlea rhodopensis",121481,1
"4158","Haematocarpus validus",593713,1
"4159","Haematoxylum campechianum",321551,1
"4160","Halenia elliptica",50804,1
"4161","Halogeton glomeratus",454499,1
"4162","Haloxylon persicum",151231,1
"4163","Hamamelis virginiana",4397,1
"4164","Hamelia patens",681445,1
"4165","Hansenia forbesii",165499,1
"4166","Haplanthodes tentaculata",2849876,1
"4167","Haplopappus multifolius",1114768,1
"4168","Haplopappus taeda",3027748,1
"4169","Haplophyllum gilesii",2108514,1
"4170","Haplophyllum myrtifolium",1006077,1
"4171","Hardwickia binata",213785,1
"4172","Harmsiopanax aculeatus",293652,1
"4173","Haworthiopsis limifolia",247116,1
"4174","Hebanthe eriantha",1004392,1
"4175","Hechtia glomerata",100695,1
"4176","Hedeoma multiflora",1150286,1
"4177","Hedychium puerense",110722,1
"4178","Hedysarum theinum",2419554,1
"4179","Heimia myrtifolia",135798,1
"4180","Heinsia crinita",61937,1
"4181","Helianthella quinquenervis",53582,1
"4182","Helianthemum germanicopolitanum",2020753,1
"4183","Helianthus petiolaris",4234,1
"4184","Helichrysum armenium",261777,1
"4185","Helichrysum melaleucum",630320,1
"4186","Helichrysum plicatum",261797,1
"4187","Helichrysum splendidum",261804,1
"4188","Helicia nilagirica",2810017,1
"4189","Helicteres angustifolia",190244,1
"4190","Heliotropium bacciferum",244092,1
"4191","Heliotropium foertherianum",2918407,1
"4192","Heliotropium kotschyi",1985977,1
"4193","Heliotropium verdcourtii",454108,1
"4194","Helleborus atrorubens",171886,1
"4195","Helleborus odorus",171897,1
"4196","Helleborus purpurascens",171899,1
"4197","Helleborus thibetanus",171900,1
"4198","Helminthostachys zeylanica",41913,1
"4199","Hemerocallis fulva",34190,1
"4200","Hemerocallis minor",81733,1
"4201","Hemionitis farinosa",414589,1
"4202","Hemipilia pinguicula",2058553,1
"4203","Henckelia incana",1032981,1
"4204","Heptapleurum heptaphyllum",327218,1
"4205","Heptapleurum hypoleucum",292618,1
"4206","Heracleum candicans",99506,1
"4207","Heracleum humile",423294,1
"4208","Heracleum maximum",40918,1
"4209","Heracleum millefolium",473992,1
"4210","Heracleum moellendorffii",99507,1
"4211","Heracleum platytaenium",380740,1
"4212","Heracleum sphondylium",40919,1
"4213","Heracleum yungningense",473995,1
"4214","Herminium lanceum",1097208,1
"4215","Herniaria glabra",115624,1
"4216","Hertia intermedia",2749217,1
"4217","Hesperis isatidea",2340982,1
"4218","Hesperocyparis lusitanica",103968,1
"4219","Heteromorpha arborescens",40689,1
"4220","Heterospathe elata",154482,1
"4221","Hibiscus asper",491163,1
"4222","Hibiscus hirtus",2862231,1
"4223","Hibiscus micranthus",992713,1
"4224","Hibiscus moscheutos",241598,1
"4225","Hibiscus trionum",183268,1
"4226","Hildegardia populifolia",300540,1
"4227","Hippeastrum vittatum",231486,1
"4228","Hippophae tibetana",193519,1
"4229","Hofmeisteria schaffneri",176606,1
"4230","Homalomena pendula",1804073,1
"4231","Hoppea fastigiata",1882730,1
"4232","Horminum pyrenaicum",39322,1
"4233","Hovenia acerba",210357,1
"4234","Hoya carnosa",206227,1
"4235","Huberantha cerasoides",235797,1
"4236","Hubertia ambavilla",462447,1
"4237","Huernia hystrix",1501537,1
"4238","Hugonia mystax",935174,1
"4239","Huperzia selago",70001,1
"4240","Hydnocarpus kurzii",3240908,1
"4241","Hydnora abyssinica",470280,1
"4242","Hydnora johannis",493994,1
"4243","Hydrangea febrifuga",152286,1
"4244","Hydrangea macrophylla",23110,1
"4245","Hydrangea paniculata",52833,1
"4246","Hydrangea seemannii",485364,1
"4247","Hydrilla verticillata",51024,1
"4248","Hydrocotyle bonariensis",82089,1
"4249","Hydrocotyle javanica",665708,1
"4250","Hydrocotyle pseudoconferta",2886331,1
"4251","Hydrocotyle rotundifolia",52475,1
"4252","Hydrocotyle umbellata",1475409,1
"4253","Hydrogonium orientale",200696,1
"4254","Hygrophila auriculata",2030897,1
"4255","Hylotelephium ewersii",91096,1
"4256","Hylotelephium tatarinowii",202975,1
"4257","Hymenaea courbaril",20676,1
"4258","Hymenaea stigonocarpa",327906,1
"4259","Hymenocardia acida",300975,1
"4260","Hymenocrater platystegius",2026821,1
"4261","Hymenodictyon excelsum",640128,1
"4262","Hyophorbe lagenicaulis",115475,1
"4263","Hyoscyamus senecionis",1222052,1
"4264","Hypecoum erectum",1655241,1
"4265","Hypericum attenuatum",282533,1
"4266","Hypericum beanii",268979,1
"4267","Hypericum empetrifolium",257780,1
"4268","Hypericum gentianoides",1136978,1
"4269","Hypericum henryi",268996,1
"4270","Hypericum hookerianum",401011,1
"4271","Hypericum humifusum",626746,1
"4272","Hypericum japonicum",282542,1
"4273","Hypericum lanuginosum",1136988,1
"4274","Hypericum laricifolium",1136989,1
"4275","Hypericum linarioides",1136992,1
"4276","Hypericum monogynum",684760,1
"4277","Hypericum rumeliacum",1137017,1
"4278","Hypericum scruglii",1137024,1
"4279","Hypericum silenoides",1001170,1
"4280","Hypericum stellatum",2579300,1
"4281","Hypochaeris radicata",58656,1
"4282","Hyptidendron canum",986197,1
"4283","Hyptis brevipes",204123,1
"4284","Hyptis marrubioides",986221,1
"4285","Hyptis rhomboidea",2955196,1
"4286","Ibervillea lindheimeri",386186,1
"4287","Icacina trichantha",2699802,1
"4288","Ilex chinensis",1043419,1
"4289","Ilex cornuta",146505,1
"4290","Ilex dabieshanensis",1702134,1
"4291","Ilex hainanensis",1043421,1
"4292","Ilex hylonoma",185518,1
"4293","Ilex khasiana",2174075,1
"4294","Ilex latifolia",53205,1
"4295","Ilex pernyi",4300,1
"4296","Ilex stewardii",2033794,1
"4297","Ilex verticillata",185559,1
"4298","Impatiens capensis",55378,1
"4299","Impatiens chinensis",252990,1
"4300","Impatiens repens",85213,1
"4301","Impatiens tinctoria",253063,1
"4302","Incarvillea arguta",291310,1
"4303","Indigofera cassioides",539045,1
"4304","Indigofera hochstetteri",539089,1
"4305","Indigofera intricata",2692306,1
"4306","Indigofera linifolia",539102,1
"4307","Indigofera linnaei",539103,1
"4308","Indigofera spicata",520841,1
"4309","Indigofera stachyodes",1621251,1
"4310","Indigofera suffruticosa",100149,1
"4311","Inga vera",486092,1
"4312","Inula aucheriana",1811830,1
"4313","Inula japonica",453958,1
"4314","Iochroma arborescens",3132606,1
"4315","Iostephane heterophylla",1048901,1
"4316","Iphigenia indica",177062,1
"4317","Ipomoea cairica",129201,1
"4318","Ipomoea capitiformis",139740,1
"4319","Ipomoea involucrata",1393929,1
"4320","Ipomoea oblongata",2607145,1
"4321","Ipomoea quamoclit",89660,1
"4322","Ipomoea wightii",619598,1
"4323","Iris confusa",1043425,1
"4324","Iris halophila",198813,1
"4325","Iris lactea",198816,1
"4326","Iris loczyi",198818,1
"4327","Iris pallida",29817,1
"4328","Iris persica",292548,1
"4329","Iris postii",1037045,1
"4330","Iris sibirica",198826,1
"4331","Iris taochia",585823,1
"4332","Iris unguicularis",122946,1
"4333","Irvingia gabonensis",79319,1
"4334","Isatis constricta",3030005,1
"4335","Isodon amethystoides",662904,1
"4336","Isodon coetsa",204131,1
